0.391997,0.601820,0.502008,0.363198,0.653025,0.504140,0.583281,0.607634,0.691304,0.401500,0.408641,0.298354,0.311181,0.945934,0.541812,0.580105,0.326647,0.238077
0.597768,0.730472,0.907955,0.662581,0.238123,0.382608,0.656219,0.251501,0.585271,0.173406,0.262273,0.233685,0.750171,0.280733,0.373562,0.808654,0.590803,0.176337
0.689090,0.704478,0.820653,0.614802,0.013774,0.471847,0.591973,0.194448,0.447154,0.239290,0.343256,0.157810,0.768051,0.298083,0.384399,0.716230,0.652862,0.256514
0.367016,0.868017,0.398111,0.659813,0.614064,0.381434,0.596274,0.378624,0.747372,0.579901,0.836658,0.628420,0.724640,0.459791,0.821285,0.680453,0.419080,0.533980
0.721328,0.520362,0.655331,0.072782,0.353483,0.393772,0.343786,0.219453,0.417154,0.460147,0.194550,0.669162,0.434883,0.447578,0.428750,0.214040,0.437199,0.795518
0.399455,0.206041,0.488815,0.750650,0.454679,0.844079,0.368810,0.627034,0.203439,0.862985,0.642826,0.292045,0.742774,0.758823,0.445113,0.413147,0.517806,0.273761
0.544087,0.550058,0.247123,0.785732,0.623579,0.780908,0.267442,0.774202,0.252231,0.426631,0.211171,0.779447,0.644687,0.553027,0.462312,0.161058,0.626796,0.592194
0.762106,0.624653,0.816633,0.218054,0.547549,0.557078,0.777244,0.179877,0.255035,0.172732,0.280818,0.809942,0.656417,0.677413,0.292392,0.489311,0.244419,0.396690
0.628277,0.713453,0.797377,0.704208,0.197490,0.438931,0.552608,0.196930,0.509844,0.175919,0.430986,0.183387,0.651982,0.282260,0.376157,0.897648,0.652953,0.262806
0.228116,0.430622,0.463362,0.615605,0.408493,0.238488,0.208924,0.222477,0.554249,0.390089,0.466427,0.814277,0.857901,0.347348,0.756588,0.345582,0.164132,0.779847
0.272591,0.759160,0.520894,0.881109,0.625211,0.471579,0.625620,0.438246,0.754324,0.568000,0.734258,0.640335,0.608030,0.478089,0.863413,0.530171,0.413608,0.620368
0.374786,0.241926,0.556937,0.453637,0.391634,0.487673,0.189681,0.160405,0.527314,0.283219,0.445640,0.515794,0.764253,0.260643,0.760487,0.250700,0.808955,0.457240
0.320250,0.895107,0.474357,0.666053,0.648439,0.316083,0.821531,0.348380,0.790252,0.642292,0.641335,0.678512,0.630193,0.534055,0.719690,0.658430,0.559383,0.560318
0.637515,0.558988,0.714054,0.674377,0.476029,0.430899,0.584489,0.256914,0.584892,0.666138,0.384622,0.263299,0.439691,0.473326,0.591773,0.356858,0.804962,0.219389
0.748188,0.520049,0.277213,0.776901,0.680409,0.823317,0.343022,0.775556,0.271680,0.487235,0.212422,0.777521,0.719428,0.487748,0.519872,0.157986,0.623136,0.428475
0.629201,0.757766,0.776376,0.244054,0.580353,0.621542,0.865547,0.316372,0.348347,0.205404,0.303495,0.777752,0.645546,0.621637,0.337226,0.654229,0.248952,0.485307
0.202995,0.500552,0.399431,0.643472,0.498226,0.386218,0.176800,0.173864,0.662651,0.387869,0.408830,0.822188,0.861468,0.311001,0.587064,0.263000,0.145150,0.695718
0.829587,0.755302,0.263069,0.841938,0.344939,0.671130,0.720754,0.885553,0.674764,0.778590,0.405733,0.763575,0.481793,0.063892,0.430473,0.266039,0.865756,0.542775
0.694024,0.744935,0.822307,0.755162,0.409173,0.522836,0.278023,0.612653,0.232432,0.795472,0.441389,0.302899,0.232183,0.676335,0.556685,0.514468,0.235381,0.533139
0.179624,0.397293,0.355722,0.593311,0.407904,0.276396,0.073582,0.198013,0.580450,0.451699,0.580910,0.740855,0.925749,0.307038,0.515930,0.342873,0.284773,0.738303
0.311298,0.778926,0.564833,0.745101,0.567256,0.373996,0.762375,0.399918,0.792614,0.483695,0.742129,0.499055,0.728186,0.477598,0.818161,0.544643,0.412424,0.441399
0.478200,0.782687,0.920231,0.836056,0.105635,0.424346,0.610322,0.375532,0.515093,0.130876,0.414161,0.258130,0.647408,0.253117,0.272342,0.797856,0.674332,0.247076
0.189130,0.463125,0.375771,0.669919,0.261709,0.279519,0.170410,0.103037,0.465633,0.527763,0.459253,0.789287,0.911175,0.255748,0.628092,0.368739,0.254113,0.713286
0.300840,0.278922,0.587018,0.342334,0.543851,0.416205,0.180738,0.421917,0.630479,0.501991,0.584596,0.500224,0.578497,0.377652,0.698266,0.369475,0.432712,0.866503
0.371998,0.352659,0.459134,0.742294,0.569522,0.752838,0.415612,0.631084,0.367772,0.864222,0.559568,0.305356,0.890829,0.662051,0.292819,0.212582,0.529190,0.339435
0.314777,0.258591,0.621447,0.178217,0.760570,0.198596,0.331971,0.254321,0.625966,0.293917,0.421612,0.465229,0.694056,0.429806,0.485951,0.267149,0.228877,0.489676
0.284939,0.584333,0.313021,0.667398,0.380542,0.298353,0.587498,0.169160,0.751871,0.123500,0.601118,0.300568,0.595934,0.808355,0.292260,0.640869,0.694793,0.624875
0.265710,0.328176,0.607363,0.162192,0.673874,0.303469,0.325366,0.210568,0.616930,0.293441,0.352511,0.625732,0.689263,0.672178,0.372051,0.281308,0.288792,0.489180
0.180304,0.162144,0.532624,0.238901,0.720238,0.211955,0.193447,0.220697,0.501699,0.336846,0.530496,0.692232,0.730826,0.637221,0.133140,0.268533,0.191835,0.456739
