0.689585,0.126872,0.757619,0.379363,0.821863,0.534556,0.673648,0.145101,0.366417,0.266439,0.324149,0.213551,0.317409,0.465352,0.188573,0.612254,0.451010
0.604882,0.696462,0.403806,0.456386,0.303094,0.250261,0.747915,0.692935,0.301724,0.321172,0.392844,0.116236,0.410899,0.337529,0.577611,0.438360,0.277811
0.536188,0.537876,0.417722,0.430179,0.344757,0.248750,0.749219,0.537283,0.628281,0.351458,0.342439,0.177093,0.544199,0.422838,0.579570,0.388264,0.345988
0.447599,0.817416,0.258545,0.349849,0.255613,0.603785,0.323304,0.548011,0.428858,0.208240,0.252527,0.623936,0.335084,0.275535,0.350502,0.613235,0.260958
0.151466,0.472796,0.514864,0.859783,0.326284,0.360849,0.340161,0.103868,0.805156,0.609016,0.511631,0.268696,0.571565,0.325200,0.381150,0.756017,0.689558
0.230959,0.486675,0.128589,0.574774,0.778900,0.354531,0.566397,0.243219,0.636174,0.315726,0.338649,0.501148,0.080868,0.623850,0.153093,0.644651,0.261961
0.563082,0.135740,0.716268,0.601982,0.432068,0.422654,0.254785,0.564114,0.485713,0.674309,0.707624,0.751804,0.590346,0.187711,0.329928,0.697891,0.269261
0.487615,0.559033,0.594123,0.541619,0.413554,0.589059,0.506880,0.829277,0.713875,0.417906,0.669225,0.424996,0.480859,0.773628,0.250125,0.240137,0.176712
0.153548,0.445723,0.219180,0.484161,0.722975,0.351888,0.675465,0.334495,0.574566,0.281893,0.386325,0.522877,0.106992,0.655004,0.085796,0.560548,0.367897
0.673881,0.796731,0.321155,0.475345,0.480036,0.484767,0.260630,0.664680,0.372921,0.601877,0.579599,0.368047,0.666754,0.331352,0.700359,0.510625,0.632799
0.616435,0.292171,0.529310,0.303037,0.799859,0.551994,0.319861,0.716138,0.655036,0.396043,0.269671,0.475145,0.220614,0.275329,0.445842,0.309620,0.412674
0.711326,0.750810,0.723843,0.729662,0.617398,0.470444,0.527742,0.281162,0.415065,0.175293,0.831445,0.467117,0.407175,0.308399,0.694917,0.526709,0.437909
0.091176,0.563258,0.481891,0.738429,0.279031,0.350427,0.237168,0.168032,0.809367,0.592500,0.777851,0.286740,0.597737,0.173014,0.486060,0.791216,0.831923
0.308752,0.593827,0.524468,0.735365,0.435504,0.273871,0.167079,0.245767,0.647042,0.563166,0.711190,0.307900,0.608743,0.051994,0.416232,0.779155,0.711847
0.628267,0.531261,0.425134,0.779292,0.479748,0.411027,0.581625,0.188702,0.443761,0.503528,0.393999,0.493586,0.437723,0.206861,0.222457,0.537773,0.542580
0.502683,0.612148,0.491561,0.535024,0.765601,0.403660,0.512544,0.742599,0.652920,0.577690,0.228168,0.745368,0.665513,0.736648,0.267432,0.706144,0.286753
0.461234,0.195085,0.613199,0.696137,0.595904,0.399761,0.153206,0.607675,0.358043,0.609894,0.739860,0.797365,0.749851,0.223452,0.381059,0.636766,0.303998
0.539660,0.563606,0.536307,0.658953,0.550364,0.407434,0.530459,0.155036,0.398252,0.610267,0.378986,0.513224,0.471977,0.317983,0.315014,0.499401,0.613957
0.205044,0.547392,0.501138,0.801757,0.371666,0.335743,0.198698,0.237639,0.712507,0.546074,0.615580,0.366298,0.542216,0.159494,0.447367,0.738487,0.789442
0.449460,0.752007,0.310574,0.305162,0.292055,0.590960,0.278481,0.451026,0.296963,0.344123,0.245673,0.560430,0.247911,0.328641,0.348490,0.679460,0.067309
0.624933,0.172348,0.797201,0.458918,0.772898,0.448330,0.641658,0.153120,0.224946,0.066932,0.426168,0.178254,0.326044,0.428377,0.182293,0.573354,0.494885
0.624087,0.661989,0.602267,0.822050,0.546390,0.406361,0.646227,0.188458,0.565489,0.278231,0.754728,0.483057,0.515883,0.273186,0.670537,0.453901,0.513983
0.553888,0.670010,0.387872,0.447552,0.273164,0.164996,0.837008,0.604654,0.427711,0.354439,0.295982,0.211485,0.344344,0.433333,0.556183,0.400931,0.225371
0.529309,0.541424,0.554212,0.500046,0.364651,0.513140,0.359940,0.762365,0.772857,0.529473,0.746670,0.360586,0.576950,0.671720,0.095695,0.149130,0.242622
0.590919,0.808278,0.334035,0.472820,0.490414,0.482773,0.330920,0.774180,0.495432,0.732010,0.615402,0.328877,0.674488,0.364936,0.863885,0.444505,0.775230
0.368081,0.788473,0.257441,0.178288,0.360240,0.522965,0.309554,0.355362,0.296133,0.278307,0.223870,0.627751,0.387935,0.264363,0.471697,0.681552,0.206955
0.196095,0.510186,0.521299,0.773625,0.320655,0.376404,0.216974,0.230277,0.753949,0.587828,0.636652,0.404222,0.412012,0.114332,0.498042,0.824487,0.674410
0.114033,0.602025,0.476200,0.759250,0.378632,0.251313,0.301160,0.126065,0.808350,0.592663,0.564845,0.433055,0.430539,0.185502,0.398273,0.766567,0.731577
0.121381,0.545172,0.725170,0.213676,0.538374,0.330697,0.591565,0.403102,0.487682,0.318070,0.151656,0.480621,0.399955,0.637832,0.615800,0.619958,0.758223
0.632443,0.363075,0.777410,0.252353,0.703613,0.593177,0.284176,0.780878,0.696349,0.349269,0.288670,0.429364,0.095898,0.249844,0.453483,0.376933,0.420877
0.530304,0.788505,0.269572,0.631383,0.645246,0.463255,0.305351,0.724115,0.379397,0.667814,0.592466,0.242203,0.761489,0.422763,0.708663,0.512890,0.637284
0.298792,0.482954,0.238222,0.524381,0.705236,0.341156,0.507198,0.106993,0.636667,0.305751,0.207603,0.422621,0.110584,0.614083,0.056090,0.484357,0.445481
0.600552,0.222237,0.587088,0.619514,0.498512,0.529221,0.156383,0.626111,0.509032,0.656685,0.739901,0.743841,0.729059,0.236398,0.386914,0.694745,0.265527
0.455309,0.713621,0.249250,0.262549,0.158470,0.587080,0.414924,0.486345,0.271233,0.209752,0.173363,0.639265,0.331444,0.297635,0.406373,0.697035,0.307418
0.703785,0.649576,0.682949,0.587974,0.679103,0.509205,0.640958,0.332067,0.639276,0.302566,0.731305,0.438170,0.409980,0.289958,0.687076,0.433745,0.622449
0.619074,0.298958,0.645491,0.671530,0.428239,0.479455,0.134658,0.565297,0.499081,0.559184,0.749110,0.717703,0.680764,0.064943,0.306336,0.566582,0.510594
0.486059,0.595931,0.503469,0.593842,0.402098,0.567264,0.427703,0.716569,0.772462,0.397229,0.597156,0.520420,0.546221,0.733203,0.180366,0.219267,0.086840
0.671336,0.329124,0.615009,0.222263,0.820784,0.680051,0.259831,0.809235,0.506349,0.287358,0.286039,0.475583,0.186746,0.232957,0.387152,0.359239,0.419206
0.196557,0.186367,0.588777,0.452214,0.457790,0.744077,0.774085,0.302340,0.691385,0.265897,0.236428,0.569586,0.329871,0.507072,0.492242,0.691378,0.585213
