,Theta,Phi
0,1.824243401376559,5.790322547070018
1,6.050722804217337,4.875060213589422
2,0.9021266049874064,2.871268026360274
3,2.9307797148945838,2.9171338544155603
4,2.6882248595709184,4.669322547508965
5,0.7417951417471835,4.728600600142141
6,0.6338977649824769,5.167926857260429
7,2.5351961854894047,4.496558439740702
8,1.1876368740202834,0.8689777437723377
9,0.7388515283464379,5.589959620743064
10,0.6306976158920174,1.983367514218241
11,2.5388200878812075,1.6424424274705571
12,1.7342545711900839,5.530654493562684
13,2.643284988657362,5.056797793951983
14,1.8735012059047196,0.7354039075502964
15,0.5608271371058967,2.1536347982349824
16,1.460520953054466,1.3312633426012528
17,3.9980347153243545,3.8037316887030843
18,6.004527334342893,3.9014104937846694
19,2.6701569273039047,5.177915715639401
20,0.7392209290117174,5.019461518223453
21,2.055086326335042,5.004188047313688
22,1.1560492818092827,1.1915059589604744
23,0.3816417557310163,0.04670354166961181
24,1.8515947149919276,1.716057786741407
25,1.5664156417220403,6.009152049199552
26,0.401436826365597,1.0007805345302543
27,3.0550087857934023,2.225386027431809
