-14.48164, -23.05140, -18.88901, -18.22523
-21.82529, -29.56535, -25.93557, -12.31335
-18.44356, -19.43533, -18.58069, -22.07992
-18.25019, -19.44130, -21.01085, -25.81459
-19.28376, -19.75122, -19.35595, -21.79837
-16.35577, -21.33322, -19.09872, -16.48154
-17.60426, -27.00129, -22.84471, -13.72089
-19.35769, -23.92285, -18.48506, -19.70816
-14.86586, -21.68774, -18.07431, -17.99010
-20.08691, -23.64260, -17.99121, -25.18981
-20.63594, -27.15916, -21.93925, -13.61510
-19.22008, -20.23656, -19.63792, -23.75508
-18.70660, -22.81809, -17.27437, -23.59180
-20.54020, -20.78768, -18.44498, -21.14411
-21.36610, -25.64223, -20.06598, -19.21253
-19.86678, -22.50413, -19.37443, -23.20275
-15.07985, -22.94609, -18.46160, -16.55486
-18.44976, -21.13106, -21.47468, -20.35365
-19.99553, -27.82401, -23.02813, -14.42220
-15.65134, -22.38550, -18.18781, -16.67365
-18.94033, -19.07979, -23.45072, -25.21741
-20.41586, -30.11117, -25.86904, -13.92762
-18.48956, -19.08857, -21.59654, -26.14088
-20.19688, -21.83763, -18.60413, -23.30354
-20.04112, -29.63926, -25.36212, -13.56693
-20.57755, -22.07282, -16.81782, -22.03849
-21.56162, -25.44003, -20.26260, -20.69583
-20.55693, -29.27844, -24.63878, -13.33383
-19.41985, -23.62372, -18.09231, -21.95803
-19.55341, -27.83322, -23.19232, -14.26659
-21.52880, -30.83075, -26.37702, -14.25282
-21.02967, -28.86962, -23.88961, -12.72419
-14.78096, -23.59693, -19.52759, -18.26804
-19.09743, -24.08734, -18.79443, -21.26527
-19.53456, -20.43352, -21.74993, -24.92844
-21.14480, -24.82970, -19.20157, -22.59531
-21.21648, -24.54120, -18.81568, -20.81160
-19.46547, -24.69688, -19.44017, -25.91943
-20.24175, -25.73034, -23.25060, -12.84885
-19.97771, -23.28388, -17.57886, -22.62673
-15.66182, -23.29702, -18.73352, -18.23368
-15.53300, -23.62354, -19.22925, -17.39851
-14.98637, -23.42195, -19.16381, -17.13934
-19.77896, -28.40893, -23.76927, -12.91968
-20.28493, -27.89905, -22.92073, -12.81135
-19.53339, -23.36588, -17.79173, -24.17642
-19.17686, -28.21442, -23.83840, -14.04290
-14.87778, -22.00517, -17.26439, -17.12158
-20.21324, -24.31425, -18.78451, -26.23100
-20.61023, -23.50831, -18.57371, -20.46593
-15.43391, -22.76170, -18.06938, -16.55463
-15.48067, -23.29561, -18.75992, -16.78732
-18.43477, -20.17238, -18.50430, -21.75188
-20.61071, -30.64858, -26.55952, -14.34537
-18.50226, -19.17530, -18.85669, -23.52549
-15.21074, -22.56165, -18.21109, -17.18294
-14.89375, -22.98267, -18.58492, -16.99750
-22.21645, -29.28376, -24.01612, -12.62988
-19.43712, -27.22703, -22.38995, -13.37127
-19.10376, -20.24910, -20.46242, -24.02864
-19.05893, -28.18921, -23.80979, -13.42023
-15.45484, -21.69068, -17.64471, -17.39260
-20.34843, -22.47238, -18.68355, -19.42418
-14.48135, -21.93753, -17.33217, -17.43095
-19.51130, -24.35834, -18.95215, -19.26804
-20.32411, -27.89829, -23.03211, -14.80090
-15.22740, -20.95660, -19.24052, -16.44143
-18.89213, -18.41840, -22.43058, -27.60707
-21.25368, -31.08318, -26.78677, -13.67023
-20.02110, -24.49375, -19.01341, -20.96479
-19.26208, -23.34599, -17.78701, -22.80990
-20.51489, -27.68961, -22.60944, -13.21093
-20.12617, -24.44954, -19.94198, -26.50439
-18.54532, -19.18287, -20.44729, -23.47519
-14.70297, -22.13603, -17.48225, -17.50896
-19.40306, -27.96774, -23.40516, -13.90758
-15.56266, -22.34333, -17.49371, -17.06570
-19.30109, -23.56617, -18.35104, -23.80231
-19.75995, -23.35368, -17.71334, -21.63046
-18.83997, -20.12623, -20.46893, -25.08092
-19.49229, -28.08718, -23.50556, -13.57441
-19.12025, -23.21971, -18.59460, -23.91532
-16.36492, -22.65664, -19.01581, -17.16528
-19.66164, -23.26612, -17.63006, -23.32925
-14.83670, -21.03762, -16.55311, -18.35670
-15.71327, -21.40482, -17.96965, -17.75502
-20.00879, -27.28323, -22.26809, -13.33875
-19.07735, -29.51291, -25.64532, -13.40418
-14.99000, -21.48946, -16.56442, -17.01683
-20.32750, -20.18165, -21.53589, -23.75976
-20.99171, -27.59119, -22.34513, -13.22793
-19.28805, -18.44010, -18.83810, -23.76111
-20.51653, -24.16258, -19.33341, -21.13328
-19.96062, -23.95819, -20.44660, -21.47167
-15.50699, -22.70697, -17.98749, -16.60575
-18.96516, -23.94897, -18.58176, -21.80409
-14.73079, -22.24607, -17.60890, -16.77592
-20.08218, -30.80126, -26.96461, -13.48544
-16.03610, -22.94923, -18.11405, -16.52360
-19.65639, -22.20894, -17.39935, -21.57204
-20.86034, -30.97455, -26.79516, -13.37804
-19.15624, -23.90421, -18.50747, -22.53361
-19.15049, -18.99716, -19.15677, -23.05411
-16.25145, -22.57969, -18.48603, -16.25188
-20.60341, -27.71901, -22.56155, -12.35714
-20.30749, -30.63648, -26.54969, -12.90634
-18.69109, -18.10334, -18.54550, -23.91895
-17.03832, -18.57876, -18.54432, -22.96430
-22.11750, -24.17462, -18.29065, -22.11644
-18.85106, -19.97616, -19.75666, -26.40568
-14.96295, -22.38036, -17.74858, -16.86526
-19.79885, -24.27378, -18.79941, -20.45115
-20.78978, -23.56470, -17.73290, -20.51313
-19.31178, -19.82564, -20.95761, -24.47517
-21.93657, -30.23368, -25.29855, -12.72153
-22.11606, -30.22050, -25.24534, -13.02706
-18.58937, -21.32734, -21.14651, -25.90042
-17.25588, -20.76640, -20.45173, -29.14656
-21.93476, -27.60448, -22.10492, -13.17695
-14.33345, -22.97630, -18.81579, -17.06850
-15.08910, -22.16412, -17.36932, -15.96213
-19.08715, -23.42908, -17.94911, -25.81185
-20.63990, -23.93930, -18.31536, -23.45260
-20.37726, -27.25806, -22.12040, -13.31543
-15.46589, -23.06889, -18.50409, -18.11981
-21.82281, -29.74375, -24.80792, -13.80803
-19.67202, -27.10438, -22.16129, -13.50202
-21.56203, -31.55966, -27.19898, -12.82332
-19.17220, -21.92977, -20.16345, -24.98034
-15.49269, -23.41876, -18.95785, -18.09102
