0.513586,0.631019,0.235210,0.603342,0.324303,0.702084,0.500027,0.451239,0.426847,0.681276,0.484718,0.467805,0.264144,0.614276,0.704707,0.609239,0.819182,0.672918,0.338353,0.476412,0.619943,0.246433
0.488863,0.361437,0.238943,0.390984,0.418924,0.748614,0.256500,0.852879,0.685785,0.416114,0.298105,0.378013,0.494228,0.178476,0.172272,0.427184,0.304886,0.436199,0.402121,0.278332,0.331555,0.254180
0.328794,0.634401,0.724949,0.897963,0.488809,0.323680,0.445485,0.494262,0.773307,0.336332,0.649910,0.320488,0.363553,0.541644,0.336474,0.636915,0.483784,0.491281,0.427384,0.360729,0.640342,0.490908
0.743883,0.527504,0.579346,0.606731,0.467716,0.369207,0.744379,0.391839,0.522571,0.350865,0.179053,0.660360,0.871263,0.663033,0.691683,0.638620,0.395550,0.440401,0.426653,0.323727,0.296747,0.303971
0.553592,0.825342,0.486405,0.775580,0.351700,0.847312,0.591291,0.277947,0.774152,0.662047,0.388984,0.218048,0.503861,0.182593,0.410544,0.436240,0.392451,0.413421,0.374161,0.563887,0.814367,0.285963
0.435737,0.252332,0.738540,0.717461,0.535329,0.575826,0.788320,0.478992,0.666252,0.581182,0.693732,0.698965,0.644113,0.290822,0.670467,0.405138,0.339410,0.579314,0.362459,0.774913,0.283358,0.687346
0.682568,0.645002,0.366309,0.565085,0.320111,0.520706,0.822236,0.763124,0.224700,0.794950,0.467913,0.738521,0.838678,0.818823,0.628064,0.721304,0.378392,0.812360,0.543760,0.320538,0.370476,0.325098
0.369195,0.659265,0.237289,0.656555,0.641365,0.659950,0.385435,0.405122,0.541426,0.464974,0.437928,0.306648,0.496951,0.267817,0.677497,0.268459,0.574779,0.372533,0.573043,0.861184,0.525035,0.159359
0.825830,0.384120,0.760054,0.315824,0.824937,0.516614,0.789260,0.562205,0.651570,0.199792,0.413202,0.261219,0.373365,0.308294,0.428296,0.562479,0.328009,0.620144,0.578902,0.404715,0.529230,0.209964
0.649768,0.798239,0.275999,0.651237,0.362429,0.757321,0.567838,0.255516,0.820895,0.627772,0.372728,0.410601,0.530292,0.281468,0.271423,0.514644,0.337106,0.563047,0.399889,0.613733,0.767610,0.242543
0.683624,0.302637,0.678852,0.241921,0.803542,0.402704,0.922725,0.520757,0.609540,0.243185,0.359097,0.269021,0.421534,0.296260,0.390154,0.385819,0.220086,0.632993,0.563470,0.307685,0.519913,0.151818
0.659585,0.343156,0.772203,0.308222,0.822269,0.588203,0.838628,0.672639,0.638833,0.232766,0.459192,0.303438,0.389651,0.435683,0.424200,0.408969,0.254617,0.570796,0.486306,0.368957,0.520068,0.325658
0.666064,0.669013,0.317640,0.674286,0.254782,0.766877,0.636144,0.335423,0.825339,0.679411,0.376895,0.304611,0.569878,0.246368,0.389189,0.446524,0.423160,0.532831,0.461149,0.586612,0.778635,0.296489
0.243397,0.576875,0.721480,0.759314,0.389796,0.277057,0.564245,0.473740,0.804442,0.284473,0.588350,0.491924,0.379065,0.577626,0.292507,0.658868,0.483799,0.433975,0.471271,0.363274,0.632965,0.397029
0.349325,0.711308,0.348298,0.362472,0.427418,0.422520,0.606153,0.291251,0.571683,0.718847,0.654743,0.673133,0.701520,0.734128,0.692523,0.826407,0.807955,0.456308,0.313900,0.427037,0.277831,0.433133
0.259491,0.540137,0.213619,0.551295,0.614306,0.737010,0.218933,0.399877,0.617494,0.467051,0.538722,0.234741,0.522240,0.286581,0.771283,0.290652,0.545901,0.429669,0.632223,0.871312,0.629550,0.224234
0.737876,0.595112,0.501699,0.656762,0.499773,0.274867,0.675153,0.334428,0.566329,0.358169,0.243103,0.706109,0.770529,0.780955,0.711066,0.687361,0.394269,0.243630,0.470072,0.284014,0.359958,0.291906
0.437954,0.638416,0.631791,0.311932,0.726488,0.416474,0.743809,0.583456,0.690269,0.678103,0.730917,0.579015,0.734569,0.703302,0.514258,0.529128,0.194276,0.541654,0.701089,0.514144,0.588583,0.632133
0.350721,0.586534,0.375164,0.629200,0.529311,0.289820,0.204479,0.263617,0.662293,0.512530,0.491980,0.786394,0.810134,0.369790,0.647173,0.475246,0.268733,0.645120,0.353018,0.499438,0.567754,0.699977
0.237540,0.771474,0.670860,0.505055,0.355623,0.187560,0.702570,0.519723,0.734633,0.730080,0.757322,0.688987,0.227567,0.446895,0.532550,0.346906,0.444575,0.241074,0.344662,0.245594,0.563018,0.440154
0.760311,0.477805,0.521310,0.596098,0.386704,0.325818,0.747115,0.313967,0.637215,0.487271,0.331329,0.758750,0.801930,0.817211,0.777656,0.676124,0.433993,0.400394,0.498419,0.499449,0.333986,0.205359
0.501499,0.661290,0.400718,0.380378,0.545742,0.378026,0.692698,0.281468,0.532109,0.652178,0.445144,0.760465,0.859978,0.624492,0.665199,0.761055,0.817123,0.407344,0.235120,0.384135,0.255733,0.425801
