0.298322,0.822108,0.750636,0.578532,0.361668,0.265294,0.504783,0.362815,0.618222,0.756540,0.890991,0.635499,0.259922,0.412913,0.657329,0.437714,0.585040,0.235406,0.290253,0.134903,0.670180,0.226948
0.864662,0.519237,0.616511,0.552205,0.384801,0.160471,0.700946,0.371286,0.538327,0.449749,0.194686,0.795513,0.828663,0.777332,0.796309,0.749476,0.390710,0.207596,0.352560,0.328704,0.275301,0.226248
0.362996,0.388640,0.312844,0.264170,0.528244,0.841239,0.284482,0.850111,0.757294,0.536855,0.423612,0.447159,0.508318,0.125616,0.206729,0.429106,0.239588,0.419559,0.416127,0.246007,0.215754,0.082114
0.409537,0.661736,0.305631,0.322860,0.553049,0.349348,0.618894,0.375622,0.475078,0.712706,0.653042,0.702141,0.669723,0.722156,0.674444,0.748987,0.812522,0.331646,0.290722,0.381141,0.316596,0.348182
0.308495,0.333569,0.494482,0.536549,0.642837,0.599190,0.640349,0.499379,0.861634,0.545888,0.396169,0.771343,0.686483,0.579711,0.244035,0.740959,0.700270,0.889800,0.267769,0.737892,0.268010,0.601000
0.232821,0.578388,0.785687,0.883535,0.447710,0.332534,0.458576,0.458608,0.816275,0.347307,0.648784,0.372839,0.262068,0.594557,0.319006,0.623604,0.589193,0.438083,0.507943,0.369174,0.686894,0.392615
0.340940,0.578500,0.236883,0.273904,0.567818,0.866234,0.216309,0.836223,0.666125,0.485580,0.503880,0.353183,0.622739,0.161007,0.322218,0.490475,0.155841,0.339550,0.324243,0.464706,0.266745,0.160576
0.669579,0.839654,0.215513,0.513456,0.326004,0.754426,0.733080,0.207635,0.889018,0.504789,0.301193,0.302289,0.508327,0.179500,0.353252,0.567260,0.490504,0.529706,0.332075,0.564482,0.737259,0.275579
0.483665,0.209871,0.646737,0.473703,0.606506,0.328570,0.194329,0.624961,0.456322,0.923412,0.613327,0.718610,0.781829,0.323101,0.518986,0.553574,0.754812,0.433388,0.362112,0.336874,0.130211,0.778303
0.635333,0.594417,0.196825,0.243588,0.331394,0.402145,0.496055,0.436776,0.930506,0.092539,0.177646,0.326264,0.584114,0.282959,0.405177,0.357670,0.308471,0.309519,0.695265,0.250589,0.321403,0.419452
0.087241,0.722487,0.622781,0.601074,0.424201,0.168232,0.638040,0.459354,0.710485,0.772142,0.787162,0.888310,0.262870,0.420994,0.691004,0.323115,0.477679,0.094677,0.215542,0.154381,0.768637,0.349958
0.707938,0.662492,0.374490,0.139629,0.447100,0.397809,0.544654,0.471697,0.826771,0.311277,0.329285,0.420226,0.621813,0.354984,0.604456,0.312061,0.215283,0.409275,0.586844,0.275641,0.425886,0.424520
0.709322,0.078312,0.685405,0.162190,0.903049,0.503444,0.881479,0.554377,0.730015,0.263849,0.276549,0.298100,0.411001,0.218127,0.431477,0.394889,0.254140,0.646454,0.685055,0.476713,0.482614,0.312637
0.549176,0.122160,0.699628,0.346048,0.184982,0.264564,0.611388,0.365347,0.471556,0.565976,0.750960,0.723077,0.460739,0.158054,0.239769,0.324539,0.439044,0.344645,0.568411,0.623967,0.349383,0.328428
0.456903,0.820941,0.666849,0.199623,0.343501,0.644568,0.602235,0.283114,0.916936,0.628595,0.567092,0.545338,0.641690,0.345698,0.473825,0.300210,0.326953,0.801665,0.724977,0.339640,0.372386,0.378749
0.600960,0.736609,0.313147,0.678432,0.323667,0.850314,0.526674,0.272478,0.781535,0.546115,0.447300,0.290113,0.600266,0.224342,0.320705,0.498412,0.439804,0.536415,0.434768,0.542134,0.819085,0.230564
0.421900,0.799830,0.551494,0.109157,0.147942,0.665065,0.608935,0.238843,0.833448,0.621976,0.432689,0.544903,0.769289,0.362050,0.487058,0.370205,0.335521,0.904507,0.625016,0.516823,0.421240,0.362450
