0.380462,0.471147,0.707709,0.629493,0.349224,0.367130,0.518042,0.143635,0.587061
0.368593,0.151871,0.334484,0.763449,0.368665,0.495420,0.196772,0.761803,0.587904
0.267463,0.278883,0.531258,0.680217,0.133628,0.645488,0.072075,0.785114,0.396287
0.536247,0.542140,0.674333,0.686550,0.426390,0.413911,0.629274,0.144310,0.669288
0.183745,0.199780,0.661287,0.371543,0.377249,0.329288,0.199752,0.179056,0.564836
0.212871,0.262853,0.606101,0.389634,0.281552,0.337042,0.309337,0.265401,0.612308
0.693451,0.330503,0.170987,0.343755,0.212660,0.584932,0.381692,0.805071,0.165620
0.641946,0.240031,0.131928,0.292713,0.320042,0.471640,0.357688,0.834934,0.187669
0.283031,0.170932,0.632984,0.294817,0.440271,0.384337,0.099251,0.159487,0.582693
0.775397,0.453142,0.556733,0.138304,0.387069,0.257768,0.406552,0.265023,0.252157
0.566907,0.525974,0.762039,0.654499,0.257427,0.448513,0.492905,0.034468,0.503485
0.487848,0.549813,0.667916,0.507841,0.400006,0.548876,0.541848,0.645556,0.802869
0.603303,0.216049,0.275019,0.286954,0.303416,0.487855,0.484607,0.818942,0.149169
0.475262,0.229293,0.290647,0.312646,0.367537,0.469207,0.504305,0.644593,0.101724
0.402059,0.562362,0.596885,0.583170,0.829257,0.181500,0.263945,0.121550,0.718288
0.651815,0.167162,0.195248,0.347968,0.454443,0.446677,0.545968,0.885716,0.175109
0.358408,0.673258,0.768553,0.675882,0.436527,0.360897,0.535602,0.092211,0.564398
0.721561,0.301604,0.191757,0.250515,0.537477,0.523528,0.421441,0.953568,0.137984
0.510632,0.245327,0.275714,0.344356,0.470787,0.478143,0.460943,0.904033,0.123273
0.591573,0.457770,0.145084,0.393739,0.206606,0.421174,0.480429,0.813081,0.194642
0.199574,0.186050,0.240551,0.632433,0.193052,0.637284,0.130657,0.815455,0.477170
0.625979,0.754227,0.798347,0.555616,0.450536,0.691450,0.248599,0.694301,0.086679
0.358829,0.688089,0.537778,0.590948,0.724751,0.195172,0.193043,0.117807,0.681416
0.703205,0.319829,0.313325,0.266610,0.703303,0.360319,0.477868,0.077660,0.426406
0.486640,0.634104,0.863635,0.590546,0.332964,0.437208,0.598658,0.072463,0.468172
0.633641,0.762646,0.737659,0.679622,0.546368,0.630594,0.233400,0.626527,0.222315
0.511007,0.695969,0.383898,0.470876,0.291169,0.462789,0.380197,0.598057,0.788395
0.183765,0.219889,0.627949,0.442465,0.517675,0.383615,0.229024,0.249179,0.596240
0.511405,0.623354,0.407960,0.467193,0.753845,0.149294,0.159741,0.226825,0.646443
0.865310,0.494565,0.448331,0.236046,0.615597,0.535648,0.555901,0.091285,0.602403
0.233379,0.223863,0.366448,0.673074,0.209486,0.636758,0.270693,0.823410,0.509499
0.742335,0.487871,0.404843,0.276073,0.641083,0.456139,0.524174,0.021493,0.590145
0.449298,0.627208,0.573319,0.401494,0.386438,0.662393,0.356761,0.775311,0.798479
0.485071,0.556493,0.766309,0.600827,0.365883,0.391206,0.623173,0.100035,0.624765
0.178756,0.188854,0.359632,0.691334,0.086782,0.793156,0.172181,0.815876,0.456180
0.781849,0.459157,0.514844,0.342357,0.711906,0.467381,0.472671,0.216591,0.605835
0.137410,0.149711,0.344963,0.631950,0.172387,0.608366,0.202039,0.794115,0.452879
0.234668,0.272117,0.384326,0.642250,0.163360,0.766344,0.156126,0.901800,0.425728
0.164119,0.333291,0.260534,0.752860,0.108093,0.611414,0.267986,0.899878,0.569040
0.661671,0.522638,0.522871,0.272651,0.656177,0.385314,0.463489,0.178821,0.552192
0.678602,0.736730,0.871673,0.578786,0.451886,0.734162,0.244877,0.383840,0.254398
0.733307,0.445105,0.630756,0.197147,0.358061,0.186829,0.312996,0.203029,0.430275
0.075799,0.109929,0.563785,0.329739,0.385556,0.330717,0.357021,0.125865,0.523518
0.247107,0.273416,0.444042,0.601465,0.078923,0.668727,0.215354,0.742498,0.436330
0.666744,0.573340,0.761765,0.723554,0.296170,0.515657,0.691942,0.211800,0.550092
0.245046,0.295241,0.447623,0.751150,0.203520,0.650503,0.210703,0.754113,0.471254
0.683311,0.334203,0.103026,0.287971,0.358730,0.559673,0.365852,0.803006,0.200437
0.574719,0.619819,0.570139,0.479471,0.342577,0.612490,0.490151,0.720687,0.807868
0.175886,0.359872,0.425222,0.586029,0.216423,0.640622,0.246623,0.864366,0.413327
0.183924,0.112418,0.495954,0.222651,0.316197,0.175895,0.355649,0.202453,0.603462
0.545770,0.666962,0.518008,0.553639,0.435479,0.614375,0.421000,0.576060,0.681736
0.370045,0.673438,0.395749,0.480857,0.787244,0.325932,0.125508,0.170436,0.644547
0.641029,0.445611,0.360723,0.311118,0.675586,0.543105,0.562436,0.206426,0.612962
0.710821,0.424698,0.343318,0.173071,0.546848,0.481949,0.465117,0.177526,0.610816
0.286369,0.311880,0.369392,0.776712,0.291722,0.668632,0.148364,0.782197,0.477211
0.301372,0.382165,0.439807,0.848896,0.185077,0.662589,0.171626,0.786097,0.389365
0.479212,0.370946,0.842891,0.547375,0.396587,0.456620,0.543196,0.172017,0.717565
0.525477,0.694997,0.664640,0.543558,0.568345,0.672402,0.462090,0.673602,0.671883
0.875423,0.567742,0.384141,0.256121,0.594842,0.345503,0.621111,0.056114,0.485463
0.466992,0.535378,0.668420,0.514868,0.333838,0.533662,0.529508,0.246305,0.578606
0.741603,0.202882,0.203217,0.255404,0.285257,0.516129,0.489542,0.793793,0.098236
0.795367,0.418207,0.445211,0.337248,0.604592,0.292600,0.544336,0.156168,0.606367
0.485427,0.657543,0.478677,0.436755,0.370287,0.562617,0.340172,0.855631,0.866362
0.731555,0.438593,0.452141,0.393766,0.643987,0.481680,0.475321,0.281912,0.625325
0.545012,0.402688,0.222091,0.369528,0.400608,0.553119,0.480861,0.878351,0.228135
0.443218,0.563843,0.505613,0.368680,0.516149,0.561751,0.414771,0.739134,0.864918
0.685855,0.544058,0.847258,0.666323,0.369199,0.676148,0.119548,0.504328,0.106401
0.792672,0.538855,0.495462,0.040834,0.319368,0.273118,0.223600,0.106759,0.324242
