0.631158,0.700469,0.783736,0.723648,0.299420,0.667537,0.356547,0.564733,0.289238
0.143231,0.247436,0.593641,0.310731,0.464118,0.332347,0.387817,0.347696,0.565847
0.360450,0.656642,0.618615,0.522433,0.762558,0.281800,0.216327,0.240080,0.756046
0.383507,0.733767,0.603017,0.553432,0.764732,0.325440,0.242678,0.228830,0.647930
0.462273,0.506475,0.877216,0.596320,0.401007,0.372253,0.646156,0.218115,0.602500
0.295276,0.225118,0.665185,0.290750,0.469521,0.364826,0.309025,0.323665,0.525893
0.452079,0.678218,0.429802,0.486202,0.836965,0.176280,0.265950,0.181980,0.733663
0.587383,0.658732,0.815037,0.628099,0.458965,0.422685,0.681284,0.134221,0.604547
0.516362,0.586876,0.764015,0.516028,0.482739,0.420229,0.549299,0.295267,0.613369
0.545596,0.581409,0.599319,0.457022,0.449537,0.626101,0.450340,0.732221,0.814534
0.771093,0.480007,0.536947,0.404629,0.728959,0.412375,0.565597,0.218179,0.460766
0.462133,0.702035,0.532207,0.510891,0.487778,0.638616,0.395304,0.748320,0.783273
0.571035,0.361009,0.141517,0.348461,0.373208,0.571342,0.492756,0.800753,0.325030
0.619790,0.301628,0.216833,0.441033,0.448839,0.572253,0.390781,0.875834,0.246445
0.910592,0.682588,0.595194,0.216907,0.336126,0.202362,0.353998,0.258953,0.280766
0.901324,0.568546,0.669259,0.143251,0.347724,0.260276,0.403589,0.334460,0.342789
0.768482,0.515373,0.525126,0.347554,0.587370,0.450248,0.564553,0.187537,0.513633
0.533084,0.634758,0.574635,0.441219,0.389346,0.523512,0.508353,0.755037,0.828712
0.354807,0.430358,0.453803,0.730815,0.244156,0.688742,0.228336,0.780326,0.484197
0.306138,0.199627,0.556519,0.346982,0.571421,0.304893,0.287638,0.286015,0.643049
0.703830,0.614149,0.821818,0.549224,0.424321,0.434390,0.557384,0.208443,0.604724
0.494355,0.693235,0.548688,0.589212,0.465746,0.660109,0.520155,0.782760,0.789890
0.338440,0.293644,0.612029,0.512418,0.599456,0.311936,0.213925,0.321720,0.613299
0.632600,0.655970,0.826803,0.644651,0.424812,0.654003,0.186088,0.610016,0.385500
0.523856,0.615412,0.561008,0.469948,0.417660,0.647230,0.434042,0.688441,0.769527
0.450521,0.635328,0.590639,0.494922,0.472301,0.594222,0.445155,0.644979,0.743434
0.652022,0.503377,0.479716,0.346647,0.590894,0.419576,0.565017,0.177121,0.529482
0.235432,0.285491,0.561129,0.365849,0.530123,0.376032,0.321974,0.272591,0.538653
0.285731,0.334674,0.406282,0.849995,0.183618,0.743892,0.273508,0.802651,0.421592
0.374408,0.221954,0.538765,0.295554,0.509579,0.346683,0.293086,0.167365,0.619227
0.618690,0.307444,0.268632,0.358482,0.325424,0.533600,0.379102,0.898993,0.291824
0.726453,0.564522,0.654255,0.288045,0.367217,0.272500,0.266205,0.203879,0.383039
0.495455,0.799341,0.581548,0.560474,0.845130,0.202802,0.160316,0.265339,0.750416
0.597321,0.706575,0.516374,0.447735,0.495058,0.617951,0.431198,0.741695,0.825165
0.201348,0.271699,0.481512,0.327762,0.528385,0.355124,0.351808,0.215631,0.555539
0.872472,0.506673,0.708807,0.273170,0.325571,0.243099,0.425006,0.255755,0.248545
0.576862,0.680830,0.592128,0.573049,0.557974,0.694935,0.485909,0.707512,0.761846
0.246033,0.263094,0.451129,0.796080,0.318551,0.675774,0.231045,0.762991,0.456229
0.790634,0.481817,0.477996,0.343398,0.688682,0.515089,0.616465,0.212347,0.557849
0.598720,0.557043,0.717570,0.622649,0.383723,0.482154,0.667239,0.312650,0.567426
0.704089,0.693968,1.000000,0.793180,0.530199,0.651454,0.294404,0.552225,0.268393
0.521900,0.648761,0.468065,0.531695,0.647951,0.363537,0.271890,0.182740,0.680913
0.628946,0.793989,0.850268,0.611629,0.492432,0.854129,0.228946,0.547856,0.140523
