0.633777,0.117429,0.522951,0.252846,0.310937,0.341885,0.672605,0.293740,0.384563,0.801325,0.588610,0.207756,0.298477,0.661768
0.199783,0.379064,0.235532,0.727281,0.628969,0.691299,0.798504,0.791588,0.503723,0.621875,0.330213,0.569167,0.379402,0.746033
0.839049,0.346534,0.534199,0.670534,0.765194,0.587897,0.313842,0.648140,0.761223,0.840619,0.332595,0.775861,0.248882,0.499676
0.640279,0.259915,0.603734,0.275216,0.249260,0.155805,0.613889,0.387932,0.313737,0.793240,0.674208,0.170236,0.179860,0.627767
0.596090,0.324251,0.502883,0.240557,0.550062,0.828537,0.388833,0.731964,0.277027,0.639690,0.479415,0.262722,0.478282,0.340777
0.183475,0.122130,0.162451,0.697729,0.711045,0.734614,0.705463,0.744353,0.466470,0.708636,0.316767,0.678546,0.396230,0.777559
0.648289,0.330788,0.662689,0.438480,0.751526,0.648966,0.680294,0.584487,0.664898,0.528246,0.667651,0.606363,0.394770,0.617792
0.661493,0.417403,0.457758,0.776471,0.760042,0.572078,0.254560,0.752410,0.598540,0.790421,0.295654,0.653867,0.276026,0.638081
0.814295,0.483425,0.833321,0.570595,0.639177,0.121119,0.354434,0.352865,0.405180,0.220957,0.388976,0.507346,0.221845,0.637642
0.636608,0.204883,0.674366,0.301455,0.772794,0.816174,0.345506,0.529278,0.586693,0.583086,0.287979,0.790778,0.352229,0.716264
0.269114,0.360986,0.577804,0.322951,0.594373,0.477900,0.232137,0.336278,0.620279,0.473436,0.594640,0.589413,0.624011,0.527243
0.668762,0.376802,0.783224,0.429576,0.746407,0.621381,0.656230,0.657457,0.622004,0.457201,0.849330,0.568081,0.483357,0.674973
0.276521,0.494091,0.578094,0.353338,0.617139,0.468423,0.331007,0.251781,0.565331,0.462975,0.528795,0.551164,0.552882,0.363157
0.397125,0.325594,0.374874,0.681383,0.488105,0.457654,0.264360,0.636291,0.521172,0.648165,0.765577,0.501276,0.304887,0.505232
0.761067,0.400625,0.470146,0.771454,0.764461,0.663958,0.100866,0.759841,0.644786,0.803717,0.251828,0.811969,0.216863,0.496673
0.727396,0.328548,0.789372,0.436795,0.860405,0.593709,0.713913,0.630272,0.597409,0.546238,0.742947,0.566302,0.270496,0.511429
0.851422,0.485087,0.854250,0.565487,0.636719,0.286470,0.355405,0.324606,0.419102,0.277121,0.422924,0.423982,0.243971,0.641921
0.531553,0.362153,0.482129,0.324979,0.612926,0.747336,0.400510,0.602167,0.281543,0.622465,0.390294,0.188996,0.481560,0.163921
0.861500,0.474426,0.379439,0.714810,0.658314,0.701318,0.298067,0.715887,0.729986,0.791419,0.219864,0.775971,0.197531,0.643085
0.670584,0.391322,0.443099,0.422994,0.242450,0.192184,0.743998,0.311758,0.347347,0.471568,0.738012,0.195335,0.670300,0.262448
0.594414,0.131465,0.460825,0.550436,0.272027,0.217769,0.327222,0.441059,0.525832,0.450697,0.759895,0.348878,0.295344,0.132678
0.395483,0.690682,0.671041,0.489698,0.470206,0.196682,0.752271,0.525781,0.611008,0.702480,0.837892,0.712080,0.191388,0.341938
0.596685,0.217806,0.495765,0.716181,0.365637,0.271486,0.333994,0.391727,0.501694,0.396232,0.819536,0.315178,0.300827,0.256322
0.784410,0.218507,0.467972,0.259960,0.293024,0.311317,0.618534,0.360545,0.341268,0.498393,0.711798,0.180045,0.737050,0.251248
0.149553,0.312759,0.633740,0.536951,0.579904,0.486374,0.244417,0.265663,0.467958,0.492209,0.602284,0.649926,0.629902,0.398301
0.508045,0.495053,0.412954,0.615849,0.408552,0.674768,0.264208,0.618797,0.561240,0.632092,0.700384,0.712227,0.406723,0.508876
0.544256,0.248672,0.597788,0.656465,0.404218,0.240441,0.380042,0.469343,0.509619,0.485153,0.863531,0.176189,0.215698,0.293818
0.519459,0.446991,0.370028,0.765741,0.456956,0.648291,0.137424,0.600537,0.698211,0.541931,0.797219,0.670504,0.400211,0.362764
0.762092,0.106125,0.589868,0.303079,0.608112,0.898942,0.298624,0.578459,0.611166,0.482092,0.229804,0.827732,0.429413,0.687200
0.222167,0.240353,0.246876,0.657200,0.611458,0.739975,0.701372,0.601812,0.593072,0.725797,0.254527,0.666774,0.204802,0.762039
0.786505,0.382896,0.615953,0.607594,0.659643,0.242597,0.367269,0.151571,0.466428,0.391198,0.313676,0.425556,0.074523,0.568762
0.382196,0.247668,0.264826,0.674937,0.589064,0.684066,0.786724,0.657704,0.559255,0.669838,0.284597,0.584862,0.243513,0.784589
0.630277,0.359071,0.669780,0.586325,0.400531,0.265842,0.508812,0.416892,0.538311,0.465436,0.835513,0.343619,0.331622,0.275807
0.454784,0.461079,0.420496,0.695734,0.468988,0.442602,0.152358,0.606870,0.639014,0.629883,0.790383,0.691364,0.592757,0.420571
0.660087,0.326914,0.446894,0.223759,0.370720,0.184200,0.545347,0.299173,0.452910,0.819675,0.551746,0.217022,0.370899,0.699750
0.690818,0.266203,0.449882,0.700393,0.807690,0.602013,0.318977,0.722543,0.695092,0.737874,0.232118,0.658493,0.259374,0.427522
0.668754,0.317957,0.550074,0.141336,0.303260,0.186932,0.644300,0.446303,0.272455,0.741402,0.585450,0.072074,0.272214,0.576816
0.700294,0.149072,0.594001,0.388546,0.585483,0.691111,0.372573,0.543069,0.519091,0.519284,0.290854,0.843624,0.406262,0.490111
0.866841,0.448748,0.790495,0.579970,0.672201,0.288525,0.382700,0.363254,0.339267,0.261635,0.439995,0.404835,0.256411,0.733387
0.734785,0.318084,0.438673,0.797999,0.728344,0.571555,0.222754,0.747970,0.655619,0.866757,0.344137,0.657828,0.341267,0.618475
0.598415,0.265934,0.618410,0.590792,0.281052,0.330784,0.475114,0.394141,0.515494,0.503966,0.769531,0.283316,0.423711,0.255967
0.542330,0.220761,0.514734,0.144255,0.374177,0.281347,0.661204,0.340734,0.486326,0.803475,0.627718,0.274210,0.397690,0.526492
0.670793,0.531193,0.397167,0.798561,0.687451,0.570129,0.203812,0.731451,0.653949,0.864392,0.263827,0.780641,0.293801,0.597248
