,Mesh,Test Number,0.0,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.52,0.56,0.6,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,1.0,1.04,1.08,1.12,1.16,1.2,1.24,1.28,1.32,1.36,1.4000000000000001,1.44,1.48,1.52,1.56,1.6,1.6400000000000001,1.68,1.72,1.76,1.8,1.84,1.8800000000000001,1.92,1.96,2.0,2.04,2.08,2.12,2.16,2.2,2.24,2.2800000000000002,2.32,2.36,2.4,2.44,2.48,2.52,2.56,2.6,2.64,2.68,2.72,2.7600000000000002,2.8000000000000003,2.84,2.88,2.92,2.96,3.0,3.04,3.08,3.12,3.16,3.2,3.24,3.2800000000000002,3.3200000000000003,3.36,3.4,3.44,3.48,3.52,3.56,3.6,3.64,3.68,3.72,3.7600000000000002,3.8000000000000003,3.84,3.88,3.92,3.96,4.0,4.04,4.08,4.12,4.16,4.2,4.24,4.28,4.32,4.36,4.4,4.44,4.48,4.5200000000000005,4.5600000000000005,4.6000000000000005,4.64,4.68,4.72,4.76,4.8,4.84,4.88,4.92,4.96,5.0
0,Diamond,1,79.125,78.73625,78.1825,76.84375,75.515,73.285,70.7325,67.9275,64.65,62.45875,58.975,56.865,54.1175,51.71,49.59625,47.2275,45.5275,44.0475,41.96375,41.34,40.0525,38.4475,37.515,36.68625,34.97875,34.27625,33.5125,31.96125,32.09875,30.6175,29.67625,29.285,29.225,27.78125,27.19625,26.74125,26.19,26.06375,25.30625,24.45375,23.82375,23.74,23.54625,22.4875,22.18375,22.5625,21.91625,21.46875,21.175,21.3,20.65,19.47,19.57,19.04625,20.0225,19.02125,18.46125,18.85375,18.4875,18.09875,17.75375,17.695,17.705,16.97625,16.90125,17.27,16.17375,16.545,16.25,15.96125,16.5875,15.545,16.0875,15.405,15.3525,15.17,15.06875,15.13375,15.20875,15.57375,15.39375,14.82625,15.1025,14.41875,14.7525,14.5675,14.3375,14.29625,13.76,14.72375,14.265,13.8125,14.1925,13.785,13.61,13.88125,13.79875,13.9,13.48125,13.41875,13.805,13.075,13.575,13.0375,13.545,13.32875,12.98125,13.5725,13.04625,12.65875,13.19125,12.86125,12.42125,12.90625,12.46125,12.99,13.0625,12.83125,12.555,12.48375,12.5075,12.605,12.45375,12.81125,12.41,12.48875
1,Diamond,2,75.25,74.51625,74.155,73.72,72.78625,71.40875,69.47875,67.81875,65.79375,63.3875,61.035,57.60875,55.86375,53.75375,51.0475,48.96375,47.78875,45.905,44.44875,43.27125,41.24875,39.62875,38.59875,37.9325,36.7375,34.83625,33.76125,33.45,32.43875,31.335,31.05625,29.37875,29.11,28.59375,28.06875,27.0975,26.51125,26.09125,25.32125,25.03,25.26,24.5875,24.1425,23.395,22.6625,22.4425,22.34,22.03375,22.3925,21.11875,20.48125,20.3775,20.7675,20.11,19.84875,19.905,20.01,18.86125,19.25875,18.92625,18.425,18.045,17.95,17.92625,17.255,17.42,17.405,17.19875,16.96875,16.50625,16.475,16.8825,16.575,16.84125,16.4375,15.95875,16.2125,15.63,15.8725,15.67375,15.46875,15.52125,15.54625,14.96125,15.29125,15.01,15.17875,14.97875,14.8325,15.25,14.7925,14.50375,14.33375,14.76625,14.56125,14.32,14.35375,14.52625,14.22375,14.225,14.275,13.86,14.42875,13.95875,13.8975,14.15,13.7175,13.26125,13.8775,13.7925,13.64625,13.6175,13.67375,13.3575,13.52375,13.31875,13.36375,13.33,13.00875,13.15875,13.295,12.83125,12.81,13.225,12.86125,12.9975
2,Diamond,3,81.625,81.5075,81.27875,81.17125,80.58,79.1975,76.96625,74.51375,71.98,68.615,66.3825,63.3725,60.39625,57.27,55.98625,52.6925,50.6675,48.05,46.57625,44.9475,43.50625,42.55125,40.09875,39.38875,38.28875,36.86625,36.15625,35.61375,35.01875,33.25,32.71875,31.20875,30.845,30.29,29.3175,29.18875,28.0325,27.69125,27.7775,26.74875,26.5125,25.475,25.235,24.555,24.32125,23.8125,23.67875,23.44,22.72,22.11375,22.4925,21.7275,20.865,21.415,20.95375,21.0425,20.60625,19.9825,20.03625,18.94875,19.32375,19.09,19.0225,18.44125,18.8075,18.44875,17.99125,16.97125,17.61,17.23,17.70125,17.385,16.8375,16.39625,15.9825,16.6375,16.18125,16.32875,15.89875,15.4775,15.48,15.42125,15.89125,15.265,15.2325,14.985,15.1425,14.725,14.645,15.2925,14.67,14.42625,14.51,14.06,14.71625,14.4,14.43125,13.74625,13.765,13.62375,13.6625,13.80125,13.93625,13.48,13.19625,13.41375,13.36625,13.5175,13.40625,13.3625,13.11875,13.0275,13.48125,13.04375,12.58875,13.07375,12.89625,13.08875,13.0475,12.57875,12.61375,12.17875,12.41,12.645,12.95,12.3225
3,Diamond,4,76.0,75.65125,74.955,74.27875,72.71625,71.50875,69.64375,67.7575,65.9125,62.90625,60.215,58.18125,54.9075,52.86875,49.99875,47.6225,45.425,43.6775,41.4875,39.815,37.365,36.01,34.59875,34.53125,33.4175,31.5825,31.34875,30.12,28.76625,28.165,26.68125,25.80125,25.73875,25.01875,23.24,23.71125,22.7825,21.4475,21.60875,20.55375,19.78875,19.97875,18.9525,18.885,18.5175,17.48875,17.06,17.19375,16.06625,15.66125,15.8175,15.215,15.52,14.985,14.1975,14.4175,14.27875,14.405,13.82625,13.715,13.8125,13.14875,12.94125,13.12,12.47125,12.3025,12.265,11.85375,12.02375,11.8225,11.65375,11.48125,11.52375,11.32375,11.9675,11.345,10.74375,11.41125,11.175,10.81875,11.10875,10.98,11.13125,11.28625,10.6175,10.43125,10.965,10.9525,10.6125,10.3475,10.945,10.32625,10.72625,10.44375,10.42625,10.43125,10.2375,9.97125,10.02875,10.16625,10.1625,10.21125,10.02125,9.99625,9.93625,9.87375,10.31625,9.5375,10.2225,9.81875,10.18,9.9025,10.08625,9.82625,10.0825,10.0925,10.1025,9.9225,9.8475,9.92,9.79,9.74125,9.74375,9.965,9.86875,9.9875
4,Diamond,5,77.625,78.1875,77.3725,76.72375,75.99875,74.84,72.3225,69.6,67.01375,63.84875,60.68375,57.55875,53.85875,51.74,47.93625,45.30375,42.4975,40.01125,37.4525,35.62625,34.2325,32.4025,31.32375,29.76125,27.45375,27.2625,26.3925,25.4025,24.17625,22.7775,22.41875,21.93375,21.1275,20.6225,20.45875,19.93875,19.32875,18.90625,18.88,18.50625,18.11,17.8325,17.47125,17.4625,17.22375,16.7175,16.15875,16.35625,16.15,16.475,16.0975,15.9375,15.5325,15.19375,15.445,15.21625,15.2625,15.0175,14.9225,15.1375,14.69875,14.9475,14.72375,14.6125,14.49375,14.7025,14.26125,14.59,14.2675,14.38625,14.5025,14.34375,14.25125,14.1175,14.11125,14.23875,14.33375,13.9675,13.92,14.0825,13.85,13.825,13.8375,13.675,13.93,13.755,14.0675,14.1075,13.5025,13.62875,13.5225,13.7125,13.40875,13.7025,13.785,13.595,13.6125,13.18,13.46625,13.5775,13.19,13.5625,13.11,13.49,13.3,13.61375,13.30125,13.12625,13.34625,13.3125,13.29875,13.12875,13.11,13.1925,13.15,12.89875,12.96125,13.25875,13.5725,12.90375,13.12125,12.755,13.16875,13.10625,13.17875,12.72625
5,Diamond,6,74.625,73.76625,73.38125,72.965,71.9775,70.4675,69.09125,66.63375,64.19375,61.17,59.21875,55.52625,52.7325,49.81875,48.0925,44.99375,43.3,40.92125,38.64375,37.6425,36.22,33.94125,32.6675,31.1075,30.4025,29.125,27.895,27.15625,25.7675,24.58375,24.65375,23.8975,23.3075,22.3475,21.665,21.16875,20.815,20.065,19.4225,19.53125,18.9625,18.365,17.87,18.04,17.30125,17.19875,16.58875,16.6025,16.3,15.90375,15.99375,15.89,15.36375,15.19875,14.89625,14.66125,14.28125,14.32125,14.07875,14.01875,13.735,13.64875,13.19375,13.225,13.3825,13.4125,13.49,13.0225,13.02,12.65875,12.6475,12.29875,12.39375,12.6,12.3025,12.0825,12.16,11.97375,11.84,11.76875,11.745,11.45625,11.69125,11.56125,11.695,11.4675,11.46375,11.715,11.2925,11.19,11.41,11.09125,11.35375,11.2,11.08375,10.98375,10.9825,10.91375,10.8275,10.98875,10.755,10.93125,10.555,10.68625,10.79875,10.675,10.75,10.6275,10.89,10.815,10.55875,10.66375,10.645,10.66125,10.74375,10.63,10.50625,10.35375,10.4325,10.63125,10.4075,10.41375,10.48625,10.47875,10.37625,10.39875
6,Diamond,7,75.375,75.03875,74.9225,74.42875,73.95875,72.9475,71.42125,70.27375,68.805,66.73125,64.9225,62.1275,59.98625,57.0625,54.43125,50.29375,49.17375,45.98625,44.1975,42.3725,38.76875,37.58,35.5375,33.94,32.21625,31.155,29.955,27.9775,27.175,26.49875,25.49875,24.49,24.455,23.315,22.29875,21.5025,21.35875,21.09125,20.35,19.6975,19.36375,18.89125,18.41875,18.5675,17.80375,17.39,17.5175,17.1925,16.81,16.31375,16.38,16.225,16.09875,16.27375,16.1275,15.64125,15.235,15.32125,14.70625,15.1875,14.4925,14.88875,14.3275,14.3925,14.23125,14.09875,14.185,14.21375,13.92375,13.75125,13.78375,13.60875,13.74375,13.27875,13.2925,13.23375,13.11875,13.31625,13.20125,13.16625,13.38375,13.08,12.89875,12.7075,13.035,13.07375,12.5825,12.9625,12.75125,12.575,12.76875,12.575,12.28125,12.47375,12.32625,12.5375,12.4725,12.32625,12.46125,12.25375,12.29375,12.24125,12.2625,12.1275,12.12875,12.14125,12.02125,12.09625,11.6875,12.24,12.105,11.83875,11.69375,12.06125,11.7575,11.77375,11.7525,11.63125,12.01,11.67875,11.88875,11.8775,11.76125,11.9,11.725,11.6825
7,Diamond,8,75.25,75.28,74.8725,73.37125,70.95875,68.27,64.8475,61.03875,57.25375,52.64875,48.325,45.42125,41.935,39.25125,37.19375,34.78375,33.90375,31.655,30.61875,29.3575,28.625,27.54,26.55625,25.865,25.34125,24.7225,24.1525,23.28875,22.82375,22.44,23.09125,21.70875,21.4875,20.94875,20.71375,20.0425,19.4075,18.7625,19.32375,18.72125,18.025,18.0,17.54125,17.90875,17.69375,17.23625,16.56625,16.75,16.38875,16.38625,16.12,15.9175,15.1875,15.6725,15.195,15.20625,14.8125,14.8075,14.79875,14.44625,14.44125,13.83375,14.8025,13.68375,13.42125,13.58375,13.665,13.12,13.57125,13.43375,13.205,13.40375,13.105,13.0225,12.57375,12.8,12.46875,12.74875,12.7175,12.01875,12.3725,12.12,12.34,12.6075,12.09875,11.72875,11.57625,11.86625,12.37125,11.7675,11.545,12.24875,12.19625,12.09,11.6475,11.4825,11.61125,11.46,11.8725,11.37375,11.67125,10.96,11.17375,10.82625,11.73625,11.51125,11.395,10.9225,11.01875,10.9175,10.68125,11.00625,11.20125,10.96875,11.0775,10.88,10.63875,10.72625,10.99625,10.78375,11.00875,11.0825,10.93125,10.44125,10.86875,10.7225
8,Diamond,9,77.0,76.3875,75.785,74.8525,73.87,71.9625,70.12625,68.06875,65.70125,62.97125,58.80375,56.275,53.54625,51.71375,48.5975,46.9475,44.74375,43.3275,41.71125,40.24875,38.835,37.92875,36.355,35.8725,34.94625,33.64375,33.39875,32.91125,31.85625,30.5325,30.45375,29.5225,28.95,28.93875,27.93625,27.93,27.2275,26.82875,25.99375,25.93,25.3475,24.74625,24.08875,23.6925,24.0975,22.78,21.93375,22.00875,22.0375,21.93,21.21375,21.4275,20.84375,20.67875,20.30875,20.19625,20.01875,19.90375,18.8125,19.0225,18.365,18.3275,18.675,17.86375,17.76125,17.535,17.51125,17.23375,17.60875,17.26125,16.8425,17.34625,15.98375,16.45875,16.94,16.1175,16.2175,15.42125,15.92,15.66125,15.9975,15.4275,15.39375,15.54625,14.995,14.76875,15.155,14.82625,14.86125,15.0525,14.615,14.3375,14.625,14.24,13.98125,14.3125,13.87,14.08375,14.07375,14.22,13.9,14.42125,14.1925,14.0725,13.7175,13.90625,13.4975,13.985,13.3225,13.49125,13.80375,13.4675,13.2975,13.55125,12.92,13.39625,13.2775,13.17125,13.065,13.0975,13.0575,12.58125,12.70125,12.46875,12.92875,12.48875
