0.535317,0.317171,0.140865,0.709929,0.403391,0.679234,0.600453,0.142473,0.550542,0.296543,0.770530,0.324989,0.427476,0.723810,0.555381,0.216276,0.245755,0.146152,0.754581,0.293480,0.269478,0.437882,0.334998,0.464754,0.600068,0.275131,0.439005,0.573592,0.393171,0.254250,0.369665,0.213934,0.325331,0.246797,0.540080,0.791220,0.734417,0.578475,0.411161,0.523422,0.796059,0.450799,0.338071,0.516405,0.526199,0.554412,0.558256,0.343483,0.585596,0.641563,0.245823,0.700883,0.491498,0.665563,0.794825,0.774258,0.439520,0.724891,0.751459,0.401071,0.282960,0.352456,0.640062,0.609523,0.402664,0.378950,0.365742,0.310342,0.343333,0.521944,0.509879,0.415988,0.419838,0.686501,0.708668,0.339747,0.401566,0.286591,0.400797,0.236871,0.239906,0.304942,0.612844,0.815425,0.698854,0.413013,0.540133,0.764128,0.485826,0.555366,0.483228,0.735783,0.680767,0.282012,0.408870,0.618774
0.476961,0.275243,0.727599,0.597154,0.462842,0.344836,0.446814,0.224389,0.519397,0.432980,0.478830,0.213200,0.503592,0.608519,0.656074,0.466318,0.551365,0.397750,0.306410,0.365363,0.624896,0.617847,0.281386,0.462643,0.519470,0.266228,0.617015,0.554603,0.483171,0.608483,0.770149,0.605493,0.674936,0.415304,0.549606,0.804828,0.511069,0.385806,0.573529,0.456291,0.528129,0.525078,0.407990,0.531399,0.693795,0.428531,0.266575,0.463334,0.737856,0.642245,0.771813,0.233597,0.317808,0.863257,0.292204,0.583033,0.731627,0.270111,0.560741,0.463142,0.253354,0.693787,0.337386,0.552953,0.580172,0.466640,0.496683,0.255851,0.349904,0.581933,0.472877,0.623755,0.754555,0.215192,0.763261,0.527548,0.776045,0.532213,0.697701,0.520974,0.507737,0.390525,0.382391,0.487481,0.341435,0.265087,0.362881,0.343832,0.732879,0.187225,0.248130,0.654781,0.716078,0.265954,0.222688,0.791896
0.512881,0.388364,0.301662,0.803705,0.493443,0.447449,0.376796,0.673073,0.409877,0.350620,0.619085,0.243773,0.303408,0.695395,0.659712,0.554544,0.457071,0.484522,0.598412,0.429344,0.341378,0.694814,0.379352,0.762204,0.309197,0.520958,0.556642,0.505580,0.275704,0.312878,0.305390,0.275512,0.573441,0.601685,0.570324,0.302178,0.531984,0.562544,0.168432,0.300161,0.394435,0.678298,0.750343,0.827668,0.405178,0.650353,0.603085,0.716562,0.562129,0.575253,0.769648,0.278718,0.506752,0.362902,0.516133,0.772326,0.360508,0.514863,0.576943,0.622071,0.429373,0.642357,0.442947,0.242544,0.452935,0.301484,0.290480,0.742671,0.719196,0.501274,0.586969,0.517697,0.706873,0.766049,0.727437,0.293567,0.272255,0.226506,0.749101,0.311916,0.690631,0.278129,0.269770,0.493286,0.301771,0.315160,0.561660,0.368698,0.570908,0.571715,0.469285,0.629782,0.644885,0.714528,0.649701,0.344776
0.769894,0.314747,0.319072,0.454429,0.392302,0.664243,0.498323,0.596516,0.535057,0.299834,0.285251,0.391690,0.388276,0.642648,0.592430,0.528428,0.489841,0.240873,0.419026,0.392446,0.286681,0.176167,0.582624,0.736332,0.453034,0.651014,0.397083,0.647329,0.613258,0.547413,0.333761,0.591733,0.679326,0.354147,0.678353,0.753552,0.473998,0.657939,0.666151,0.191500,0.663496,0.283382,0.734927,0.766589,0.537857,0.300189,0.705234,0.705652,0.666469,0.575432,0.673474,0.591279,0.413629,0.448474,0.455945,0.714963,0.463695,0.726498,0.432982,0.377794,0.156135,0.305741,0.325503,0.622751,0.451437,0.845354,0.715882,0.348766,0.468363,0.415523,0.598787,0.702834,0.556462,0.411025,0.457687,0.799032,0.274558,0.787346,0.317003,0.642182,0.344772,0.705189,0.385504,0.337698,0.765509,0.609860,0.373331,0.162361,0.247107,0.275639,0.337508,0.780113,0.713184,0.591453,0.589705,0.704111
0.283663,0.319663,0.627749,0.540170,0.234481,0.556521,0.265175,0.726191,0.379027,0.152662,0.623278,0.729057,0.469494,0.552167,0.577369,0.411366,0.745330,0.618080,0.190853,0.626231,0.534359,0.768395,0.392927,0.401904,0.284098,0.477118,0.338140,0.719704,0.689808,0.710893,0.617529,0.382054,0.662869,0.566290,0.752794,0.499443,0.370351,0.348468,0.145987,0.206054,0.566522,0.344986,0.379766,0.586465,0.380038,0.651336,0.393511,0.460866,0.437484,0.511707,0.655828,0.424392,0.827346,0.324820,0.633762,0.408737,0.600128,0.184623,0.517421,0.274643,0.845150,0.762183,0.606631,0.722008,0.367202,0.308060,0.219152,0.582412,0.784138,0.841526,0.630708,0.590420,0.663685,0.394771,0.338511,0.327622,0.378040,0.637518,0.152047,0.375452,0.712870,0.397275,0.760441,0.478081,0.563960,0.442862,0.773007,0.325395,0.461719,0.595740,0.793190,0.165941,0.665213,0.694194,0.271002,0.628570
0.471892,0.471941,0.741994,0.303522,0.360998,0.312891,0.593604,0.333500,0.895294,0.789792,0.225169,0.294370,0.390516,0.381464,0.588134,0.655866,0.228336,0.646136,0.410534,0.394647,0.242728,0.486656,0.498391,0.705688,0.367009,0.257266,0.228903,0.207965,0.568470,0.699664,0.741058,0.714137,0.424275,0.774706,0.575572,0.688917,0.250084,0.223445,0.796689,0.356785,0.489057,0.534629,0.281911,0.546939,0.338061,0.369529,0.461127,0.634125,0.770467,0.787047,0.418706,0.247074,0.349695,0.758850,0.674228,0.266673,0.264075,0.613025,0.370813,0.774214,0.768314,0.481569,0.526789,0.505329,0.577866,0.363888,0.511623,0.539058,0.162218,0.381921,0.260129,0.572832,0.411305,0.482758,0.480075,0.453655,0.731152,0.482035,0.543585,0.791899,0.845017,0.374613,0.499571,0.486764,0.385523,0.350163,0.620987,0.824278,0.353298,0.808991,0.311072,0.616674,0.359357,0.763867,0.656510,0.383870
0.714044,0.254735,0.475804,0.554302,0.274842,0.663246,0.520642,0.303265,0.791942,0.373210,0.653822,0.295244,0.546544,0.306605,0.631673,0.607628,0.454528,0.590730,0.726222,0.616330,0.674816,0.475693,0.442054,0.698554,0.544790,0.303240,0.543393,0.745263,0.344191,0.723021,0.709057,0.463185,0.239191,0.317547,0.802123,0.249620,0.431986,0.576065,0.331625,0.755025,0.425823,0.635298,0.571246,0.345310,0.466289,0.576815,0.647693,0.584453,0.536012,0.548329,0.394739,0.436749,0.631084,0.307219,0.641661,0.562832,0.906457,0.319118,0.570888,0.679971,0.577149,0.568864,0.571281,0.609393,0.787340,0.234402,0.682019,0.725456,0.180285,0.306764,0.256395,0.675680,0.229788,0.884079,0.419026,0.776823,0.272100,0.552192,0.725737,0.557528,0.529403,0.475278,0.494452,0.439807,0.257220,0.247688,0.280000,0.267606,0.521196,0.718328,0.415208,0.195225,0.511356,0.490046,0.381481,0.689385
0.364751,0.522214,0.266871,0.336636,0.372722,0.616706,0.828131,0.323720,0.765082,0.625269,0.513821,0.283250,0.702011,0.629369,0.624802,0.474631,0.650353,0.503277,0.333363,0.412342,0.664325,0.727670,0.570853,0.513804,0.752555,0.265518,0.391204,0.378049,0.125390,0.504959,0.748794,0.697804,0.462569,0.550729,0.679179,0.352562,0.376371,0.658594,0.660340,0.264892,0.660517,0.382820,0.467325,0.589338,0.286074,0.389245,0.601259,0.643944,0.712545,0.310373,0.285391,0.548975,0.414775,0.388441,0.820292,0.197161,0.743973,0.724814,0.543486,0.580382,0.601605,0.491097,0.367147,0.647510,0.840680,0.477920,0.599259,0.442303,0.314755,0.622381,0.831433,0.707994,0.237226,0.329282,0.597511,0.468557,0.288914,0.845201,0.485533,0.609924,0.644494,0.422176,0.680860,0.552478,0.391068,0.592974,0.521361,0.310758,0.479692,0.683941,0.854513,0.553489,0.622765,0.402292,0.521943,0.739432
0.263544,0.337889,0.692821,0.774954,0.590710,0.735722,0.342771,0.689159,0.688902,0.342707,0.581581,0.679682,0.333987,0.239621,0.306170,0.596395,0.353962,0.211353,0.500800,0.741687,0.649730,0.116291,0.349520,0.607113,0.341705,0.618947,0.371561,0.526156,0.621264,0.757688,0.230394,0.697245,0.447823,0.339244,0.479256,0.715389,0.312147,0.322768,0.564822,0.453806,0.576197,0.754582,0.213635,0.456208,0.288052,0.345184,0.568952,0.409306,0.697413,0.171939,0.652119,0.372529,0.671119,0.231713,0.377209,0.567990,0.452960,0.472820,0.183071,0.554506,0.727440,0.268070,0.705205,0.645896,0.406420,0.563454,0.436531,0.559679,0.270607,0.423219,0.530288,0.429270,0.521901,0.755559,0.740294,0.824515,0.673776,0.459045,0.472647,0.452204,0.429813,0.203838,0.419494,0.645889,0.339391,0.376512,0.416614,0.616467,0.533534,0.761557,0.714943,0.614313,0.514979,0.468205,0.758746,0.170096
0.680965,0.599902,0.372603,0.216484,0.381913,0.370270,0.788282,0.385075,0.412240,0.616928,0.515926,0.510392,0.705164,0.461107,0.470953,0.733172,0.569864,0.765868,0.763539,0.813234,0.443664,0.651161,0.655394,0.614415,0.416759,0.678359,0.727932,0.599966,0.435062,0.587113,0.339237,0.189786,0.432712,0.436181,0.365200,0.508360,0.276659,0.628398,0.686399,0.754408,0.202834,0.318325,0.279580,0.442339,0.738718,0.401742,0.365176,0.554151,0.603356,0.582586,0.325035,0.377284,0.373420,0.549012,0.319455,0.248251,0.599929,0.463871,0.761458,0.459393,0.785708,0.713457,0.644760,0.378760,0.589976,0.249279,0.737522,0.237986,0.814950,0.696314,0.607302,0.355794,0.612912,0.372259,0.520084,0.310336,0.756466,0.527357,0.725332,0.668716,0.529260,0.456898,0.539514,0.696160,0.312176,0.715681,0.294004,0.360770,0.642028,0.515656,0.301440,0.756229,0.619144,0.500225,0.785892,0.658690
