0.518381,0.496126,0.754163,0.611703,0.259478,0.303455,0.593372,0.274068,0.533640,0.618087,0.411072,0.172435,0.356340,0.368245,0.615673,0.499044,0.876975,0.409901
0.481228,0.392951,0.574241,0.797467,0.624645,0.835014,0.435844,0.715295,0.352056,0.901521,0.635858,0.427570,0.834638,0.637832,0.397529,0.319455,0.568752,0.073956
0.491402,0.543336,0.397796,0.320017,0.742534,0.399702,0.571096,0.365210,0.289902,0.684459,0.848070,0.999933,0.708662,0.701198,0.418950,0.185408,0.470176,0.277650
0.294125,0.330195,0.611548,0.348822,0.643581,0.449562,0.400295,0.412012,0.542151,0.632239,0.600786,0.599911,0.694340,0.519657,0.854994,0.351912,0.446305,0.744131
0.661250,0.710481,0.815104,0.779498,0.544036,0.623573,0.441036,0.580866,0.193518,0.865843,0.499507,0.596039,0.408303,0.679181,0.585104,0.611628,0.105105,0.647157
0.334267,0.378361,0.349848,0.591145,0.390837,0.561458,0.757062,0.346833,0.580740,0.258067,0.596519,0.439345,0.583885,0.340752,0.298147,0.541594,0.338046,0.888017
0.488233,0.638268,0.665317,0.537372,0.534615,0.629816,0.519115,0.719281,0.826161,0.440091,0.663199,0.473380,0.454927,0.893741,0.157195,0.323010,0.156977,0.673837
0.207950,0.437647,0.695768,0.347709,0.549752,0.479455,0.310087,0.279389,0.543763,0.629495,0.580545,0.625591,0.687774,0.444953,0.835526,0.396912,0.514655,0.796045
0.746307,0.573566,0.308982,0.791348,0.562305,0.899978,0.218468,0.688152,0.285656,0.628667,0.261698,0.686482,0.780616,0.511870,0.446179,0.217557,0.574097,0.596069
0.709816,0.658053,0.826647,0.229042,0.582115,0.502327,0.862817,0.358271,0.423598,0.230346,0.166175,0.862449,0.664936,0.655540,0.425272,0.583644,0.253694,0.519229
0.358621,0.427977,0.456480,0.818371,0.540700,0.704038,0.285527,0.685279,0.332293,0.780789,0.585418,0.324510,0.700711,0.664623,0.343844,0.373996,0.444934,0.216366
0.301428,0.634065,0.275844,0.608618,0.234705,0.458104,0.608402,0.213396,0.832873,0.079855,0.652368,0.354242,0.746514,0.790220,0.227707,0.614918,0.452023,0.486551
0.480493,0.542303,0.505206,0.297303,0.855828,0.176985,0.546094,0.341134,0.180493,0.735622,0.890168,0.713320,0.813179,0.766164,0.400559,0.207584,0.434630,0.292654
0.435354,0.550862,0.500338,0.303366,0.785723,0.235760,0.498025,0.290041,0.327465,0.822384,0.833862,0.801193,0.790847,0.688450,0.392218,0.300633,0.494076,0.202058
0.402796,0.376821,0.620754,0.764077,0.591444,0.866708,0.352104,0.837648,0.418924,0.828204,0.666317,0.142819,0.804175,0.691136,0.155794,0.374503,0.544034,0.103500
0.298708,0.477802,0.229595,0.675768,0.427394,0.254539,0.176288,0.322213,0.562944,0.578949,0.583018,0.934089,0.816120,0.356099,0.620069,0.337354,0.259171,0.684913
0.210383,0.331468,0.663803,0.351948,0.517400,0.369677,0.241257,0.345467,0.609243,0.581333,0.611329,0.593098,0.700955,0.474566,0.803956,0.364403,0.496376,0.666940
0.841819,0.791132,0.486700,0.859796,0.429934,0.821753,0.864839,0.813661,0.569761,0.739899,0.370599,0.787041,0.535201,0.000000,0.434078,0.265645,0.827768,0.457196
0.126874,0.250968,0.587501,0.084821,0.665096,0.152155,0.253630,0.270984,0.598682,0.398106,0.551827,0.567597,0.774182,0.578080,0.295900,0.268391,0.291618,0.333823
0.383484,0.613357,0.237235,0.594517,0.312769,0.394393,0.456518,0.016608,0.653806,0.201081,0.693401,0.302351,0.796617,0.842106,0.348544,0.541255,0.601463,0.597680
0.330095,0.557145,0.617402,0.381773,0.851861,0.614167,0.600471,0.709855,0.673510,0.384482,0.488366,0.355584,0.258790,0.793809,0.604752,0.526794,0.429284,0.349170
0.211832,0.398090,0.498069,0.327313,0.646780,0.458112,0.274597,0.331995,0.472184,0.507524,0.466410,0.724714,0.642783,0.448791,0.744779,0.534859,0.465746,0.729263
0.407409,0.394416,0.638444,0.737239,0.615584,0.806553,0.377433,0.749321,0.141921,0.733880,0.579976,0.288127,0.897790,0.662906,0.348690,0.400281,0.443685,0.193225
0.579705,0.703556,0.693346,0.204223,0.533409,0.607802,0.731380,0.358447,0.268166,0.327447,0.231400,0.840565,0.737422,0.658623,0.469065,0.617316,0.326512,0.508177
0.295158,0.537779,0.374587,0.571243,0.331340,0.535129,0.743258,0.331215,0.429708,0.181131,0.687956,0.416157,0.393056,0.273523,0.276837,0.469768,0.351415,0.753350
0.135813,0.400253,0.567764,0.506143,0.626673,0.319715,0.236079,0.414077,0.549118,0.552466,0.519374,0.707565,0.526560,0.576155,0.781054,0.491782,0.503112,0.758852
